,melid,bar,beat,target,prediction_no_melody,prediction_with_melody,notes
17309,255,0,0,G6,G6,G6,0
17310,255,0,0,C-6,Cm7b5,Cm7b5,0
17311,255,0,0,C-6,F6,F6,0
17312,255,0,0,Ab-6,F6,F6,0
17313,255,0,0,Db6,G6,Dbm7b5,0
17314,255,0,0,G7,Gbm7b5,Cm7b5,0
17315,255,0,0,Gb-7,C6,C-6,0
17316,255,0,0,F6,F-6,F6,0
17317,255,0,0,Em7b5,Bb6,E-,0
17318,255,0,0,F-6,Eb-6,Edim7,0
17319,255,0,0,Bb7,Bb6,Bb6,0
17320,255,0,0,Ebm7b5,Eb-6,Adim7,0
17321,255,0,0,Ddim7,Eb-6,Adim7,0
17322,255,0,0,G7,G6,G6,0
17323,255,0,0,Ddim7,Cm7b5,Cm7b5,0
17324,255,0,0,G7,G6,G-6,0
17325,255,0,0,Abm7b5,Cm7b5,G-6,0
17326,255,0,0,Gbm7b5,F6,Gm7b5,0
17327,255,0,0,E-,F6,B-,0
17328,255,0,0,A6,A6,A-6,0
17329,255,0,0,F-6,Dm7b5,Dm7b5,0
17330,255,0,0,Bb6,Bb6,Bb6,0
17331,255,0,0,Ebm7b5,Eb-6,Adim7,0
17332,255,0,0,Ddim7,Eb-6,Adim7,0
17333,255,0,0,G6,G6,A6,0
17334,255,0,0,C-6,Cm7b5,C-6,0
17335,255,0,0,C-6,F6,F6,0
17336,255,0,0,Ab-6,F6,F6,0
17337,255,0,0,Db6,G6,Dbm7b5,0
17338,255,0,0,G7,Gbm7b5,Cm7b5,0
17339,255,0,0,Gb-7,C6,C-6,0
17340,255,0,0,F6,F-6,E-,0
17341,255,0,0,Em7b5,Bb6,E-,0
17342,255,0,0,F-6,Eb-6,D-6,0
17343,255,0,0,Bb7,Bb6,Bb6,0
17344,255,0,0,Ebm7b5,Eb-6,Adim7,0
17345,255,0,0,Ddim7,Eb-6,Adim7,0
17346,255,0,0,G7,G6,G6,0
17347,255,0,0,Ddim7,Cm7b5,C-6,0
17348,256,0,0,D#dim,C6,G+,0
17349,256,0,0,G+,G-6,G-6,0
17350,256,0,0,D#dim,G-6,G6,0
17351,256,0,0,G+,G-6,G-6,0
17352,256,0,0,D#dim,G+,G6,0
17353,256,0,0,G+,G-6,G-6,0
17354,256,0,0,D#dim,G+,G6,0
17355,256,0,0,G+,G-6,G-6,0
17356,256,0,0,Abm7b5,G+,G6,0
17357,256,0,0,G+,G-6,A-6,0
17358,256,0,0,Abm7b5,G-6,C-6,0
17359,256,0,0,G+,G-6,A-6,0
17360,256,0,0,A6,G-6,G-6,0
17361,256,0,0,D#dim,D6,D6,0
17362,256,0,0,G+,G+,G-6,0
17363,256,0,0,D#dim,G+,G+,0
17364,256,0,0,G+,G-6,G-6,0
17365,256,0,0,D#dim,G+,C-6,0
17366,256,0,0,G+,G-6,G-6,0
17367,256,0,0,D#dim,G+,G+,0
17368,256,0,0,G+,G-6,Bbm7b5,0
17369,256,0,0,D#dim,G+,Eb6,0
17370,256,0,0,G+,G-6,G-6,0
17371,256,0,0,D#dim,G+,G+,0
17372,256,0,0,G+,G-6,G-6,0
17373,256,0,0,Abm7b5,G+,Eb6,0
17374,256,0,0,G+,G-6,A-6,0
17375,256,0,0,Abm7b5,G+,G+,0
17376,256,0,0,G+,G-6,A-6,0
17377,256,0,0,A6,G+,G+,0
17378,256,0,0,D#dim,D6,D6,0
17379,256,0,0,G+,G+,G-6,0
17380,256,0,0,D#dim,G+,G-6,0
17381,256,0,0,G+,G-6,G-6,0
17382,256,0,0,G+,G+,Adim7,0
17383,256,0,0,A6,G+,F-6,0
17384,256,0,0,D#dim,D6,D6,0
17385,256,0,0,G+,G+,G-6,0
17386,256,0,0,A6,G+,C-6,0
17387,256,0,0,D#dim,D6,D6,0
17388,256,0,0,G+,G+,Eb6,0
17389,256,0,0,A6,G+,C-6,0
17390,256,0,0,D#dim,D6,D6,0
17391,256,0,0,G+,G+,Eb6,0
17392,256,0,0,A6,G+,C6,0
17393,256,0,0,Eb6,D6,D6,0
17394,256,0,0,D#dim,D6,D6,0
17395,256,0,0,A6,Eb6,G-6,0
17396,256,0,0,Eb6,D6,D6,0
17397,256,0,0,D#dim,D6,Adim7,0
17398,256,0,0,G+,Eb6,Bbm7b5,0
17399,256,0,0,D#dim,Adim7,C6,0
17400,256,0,0,G+,G-6,Bbm7b5,0
17401,256,0,0,D#dim,G+,Eb6,0
17402,256,0,0,Bb,G-6,Ab6,0
17403,256,0,0,D#dim,Eb6,A-6,0
17404,256,0,0,G+,G+,Bbm7b5,0
17405,256,0,0,D#dim,Adim7,C6,0
17406,257,0,0,Eb6,D6,Dm7b5,0
17407,257,0,0,D-6,Ab6,D6,0
17408,257,0,0,G-6,G6,Eb6,0
17409,257,0,0,D-6,C6,C-6,0
17410,257,0,0,G-6,G-6,F-6,0
17411,257,0,0,D-6,F-6,C-6,0
17412,257,0,0,G-6,G-6,G-6,0
17413,257,0,0,D-6,F-6,C-6,0
17414,257,0,0,G-6,G-6,G-6,0
17415,257,0,0,Abm7b5,F-6,C-6,0
17416,257,0,0,G-6,F-6,E-,0
17417,257,0,0,Abm7b5,F-6,C-6,0
17418,257,0,0,E6,F-6,E-,0
17419,257,0,0,A6,F-6,A-6,0
17420,257,0,0,D-6,D6,D-,0
17421,257,0,0,G-6,G6,G6,0
17422,257,0,0,D-6,C6,C-6,0
17423,257,0,0,G-6,G-6,Bdim7,0
17424,257,0,0,D-6,C6,C-6,0
17425,257,0,0,G-6,G-6,G6,0
17426,257,0,0,D-6,C6,C-6,0
17427,257,0,0,G-6,G-6,G6,0
17428,257,0,0,D-6,C6,C-6,0
17429,257,0,0,G-6,G-6,G6,0
17430,257,0,0,D-6,C6,C-6,0
17431,257,0,0,G-6,G-6,G6,0
17432,257,0,0,Abm7b5,C6,C-6,0
17433,257,0,0,G-6,F-6,E-,0
17434,257,0,0,Abm7b5,F-6,F-6,0
17435,257,0,0,E6,F-6,Gm7b5,0
17436,257,0,0,A6,F-6,A-6,0
17437,257,0,0,D-6,D6,D6,0
17438,257,0,0,G-6,G6,G6,0
17439,257,0,0,D-6,C6,C-6,0
17440,257,0,0,G-6,G-6,G-6,0
17441,257,0,0,G-6,C6,C-6,0
17442,257,0,0,A-6,C6,C-6,0
17443,257,0,0,D-6,D6,D6,0
17444,257,0,0,G-6,G-6,G6,0
17445,257,0,0,A-6,F-6,C-6,0
17446,257,0,0,D-6,D6,D6,0
17447,257,0,0,G-6,F-6,G6,0
17448,257,0,0,A-6,F-6,C-6,0
17449,257,0,0,D-6,D6,D6,0
17450,257,0,0,G-6,F-6,G6,0
17451,257,0,0,A6,F-6,Bb-6,0
17452,257,0,0,Bbm7b5,D6,D6,0
17453,257,0,0,A6,F-6,F-6,0
17454,257,0,0,D-6,D6,D#dim,0
17455,257,0,0,G-6,Db6,G6,0
17456,257,0,0,D-6,C6,C-6,0
17457,257,0,0,G-6,G-6,G6,0
17458,257,0,0,D-6,C6,C-6,0
17459,257,0,0,G-6,G-6,G6,0
17460,257,0,0,D-6,C6,C-6,0
17461,257,0,0,G-6,G-6,G6,0
17462,257,0,0,D-6,C6,C-6,0
17463,257,0,0,G-6,G-6,G6,0
17464,257,0,0,D-6,C6,C-6,0
17465,257,0,0,G-6,G-6,G-6,0
17466,257,0,0,D-6,C6,C-6,0
17467,257,0,0,G-6,G-6,G6,0
17468,257,0,0,D-6,C6,C-6,0
17469,257,0,0,G-6,G-6,G-6,0
17470,257,0,0,D-6,C6,C-6,0
17471,257,0,0,G-6,G-6,G-6,0
17472,257,0,0,D-6,C6,C-6,0
17473,257,0,0,G-6,G-6,G-6,0
17474,257,0,0,D-6,C6,C-6,0
17475,257,0,0,G-6,G-6,G-6,0
17476,258,0,0,E6,Ab6,Ab6,0
17477,258,0,0,D#-7,Eb6,E6,0
17478,258,0,0,E6,Bb6,Ab6,0
17479,258,0,0,D#-7,A6,E6,0
17480,258,0,0,E6,Bb6,Ab6,0
17481,258,0,0,D#-7,A6,Eb-6,0
17482,258,0,0,E6,Bb6,Ab6,0
17483,258,0,0,D#-7,A6,E6,0
17484,258,0,0,E6,Bb6,D6,0
17485,258,0,0,D#-7,A6,Eb-6,0
17486,258,0,0,E6,Bb6,Abm7b5,0
17487,258,0,0,D#-7,A6,E6,0
17488,258,0,0,E6,Bb6,Abm7b5,0
17489,258,0,0,D#-7,A6,Eb-6,0
17490,258,0,0,E6,Bb6,Abm7b5,0
17491,258,0,0,D#-7,A6,E6,0
17492,258,0,0,E6,Bb6,Abm7b5,0
17493,258,0,0,D#-7,A6,Eb6,0
17494,258,0,0,E6,Bb6,Abm7b5,0
17495,258,0,0,D#-7,A6,Eb6,0
17496,258,0,0,E6,Bb6,Fm7b5,0
17497,258,0,0,D#-7,A6,Eb6,0
17498,258,0,0,E6,Bb6,D-6,0
17499,258,0,0,D#-7,A6,Eb6,0
17500,258,0,0,E6,Bb6,D-,0
17501,258,0,0,D#-7,A6,Fm7b5,0
17502,258,0,0,E6,Bb6,D-,0
17503,258,0,0,D#-7,Eb-6,Fm7b5,0
17504,258,0,0,E6,Bb6,D-,0
17505,258,0,0,D#-7,Eb-6,Fm7b5,0
17506,258,0,0,E6,Bb6,D6,0
17507,258,0,0,D#-7,Eb-6,Eb6,0
17508,258,0,0,E6,Bb6,Fm7b5,0
17509,258,0,0,D#-7,Eb-6,Eb6,0
17510,258,0,0,E6,Bb6,Fm7b5,0
17511,258,0,0,D#-7,Eb-6,Fm7b5,0
17512,258,0,0,E6,Bb6,D-,0
17513,258,0,0,D#-7,Eb-6,Fm7b5,0
17514,258,0,0,E6,D6,D-,0
17515,258,0,0,D#-7,Eb-6,Fm7b5,0
17516,258,0,0,E6,D6,D6,0
17517,258,0,0,D#-7,Eb-6,Fm7b5,0
17518,258,0,0,E6,D6,D-,0
17519,258,0,0,D#-7,Eb-6,Fm7b5,0
17520,258,0,0,E6,D6,D-,0
17521,258,0,0,D#-7,Eb-6,Fm7b5,0
17522,258,0,0,E6,D6,D-,0
17523,258,0,0,D#-7,Eb-6,Fm7b5,0
17524,258,0,0,E6,D6,D6,0
17525,258,0,0,D#-7,Eb-6,Fm7b5,0
17526,258,0,0,E6,D6,D6,0
17527,258,0,0,D#-7,Eb-6,Fm7b5,0
17528,258,0,0,E6,D6,Fm7b5,0
17529,258,0,0,D#-7,Eb-6,Fm7b5,0
17530,258,0,0,E6,D6,D-,0
17531,258,0,0,D#-7,Eb-6,Fm7b5,0
17532,258,0,0,E6,D6,D-,0
17533,259,0,0,E7#5,F6,F6,0
17534,259,0,0,C-6,C-6,C-6,0
17535,259,0,0,E7#5,F6,E7#5,0
17536,259,0,0,C-6,C-6,C-6,0
17537,259,0,0,E7#5,C-6,E7#5,0
17538,259,0,0,C-6,C-6,C-6,0
17539,259,0,0,E7#5,E7#5,F6,0
17540,259,0,0,F+,C-6,C-6,0
17541,259,0,0,D7#5,Bb6,C-6,0
17542,259,0,0,F+,C-6,F+,0
17543,259,0,0,Gb-7,Bb6,Gdim7,0
17544,259,0,0,C-6,F-6,C-6,0
17545,259,0,0,E7#5,F6,F6,0
17546,259,0,0,C-6,C-6,C-6,0
17547,259,0,0,E7#5,E7#5,E7#5,0
17548,259,0,0,C-6,C-6,C-6,0
17549,259,0,0,E7#5,E7#5,E7#5,0
17550,259,0,0,C-6,C-6,C-6,0
17551,259,0,0,E7#5,E7#5,E7#5,0
17552,259,0,0,C-6,C-6,C-6,0
17553,259,0,0,E7#5,E7#5,E7#5,0
17554,259,0,0,C-6,C-6,C-6,0
17555,259,0,0,E7#5,E7#5,E7#5,0
17556,259,0,0,F+,C-6,C-6,0
17557,259,0,0,D7#5,Bb6,C-6,0
17558,259,0,0,F+,F+,F+,0
17559,259,0,0,Gb-7,Bb6,C6,0
17560,259,0,0,C-6,F-6,C-6,0
17561,259,0,0,E7#5,F6,E7#5,0
17562,259,0,0,C-6,C-6,C-6,0
17563,259,0,0,E7#5,E7#5,E7#5,0
17564,259,0,0,C-6,C-6,C-6,0
17565,259,0,0,E7#5,E7#5,E7#5,0
17566,260,0,0,Bb6,Bb6,Bb6,0
17567,260,0,0,F6,F6,F6,0
17568,260,0,0,F6,Bb6,F6,0
17569,260,0,0,Bb6,Bb6,Bb6,0
17570,260,0,0,Bb6,F6,F6,0
17571,260,0,0,F6,F6,F6,0
17572,260,0,0,A-6,F6,A-6,0
17573,260,0,0,D6,D6,D6,0
17574,260,0,0,G-6,G-6,G-6,0
17575,260,0,0,C6,C6,C6,0
17576,260,0,0,F6,F6,F6,0
17577,260,0,0,G-6,Bb6,Bb6,0
17578,260,0,0,C6,C6,C6,0
17579,260,0,0,F6,F6,F6,0
17580,260,0,0,Bb6,Bb6,Bb6,0
17581,260,0,0,F6,F6,F6,0
17582,260,0,0,F6,Bb6,F6,0
17583,260,0,0,Bb6,Bb6,Bb6,0
17584,260,0,0,Bb6,F6,F6,0
17585,260,0,0,F6,F6,F6,0
17586,260,0,0,A-6,A-6,D6,0
17587,260,0,0,D6,D6,D6,0
17588,260,0,0,G-6,G-6,G-6,0
17589,260,0,0,C6,C6,C6,0
17590,260,0,0,F6,F6,F6,0
17591,260,0,0,G-6,Bb6,Bb6,0
17592,260,0,0,C6,C6,C6,0
17593,260,0,0,F6,F6,F6,0
17594,260,0,0,Bb6,Bb6,Bb6,0
17595,260,0,0,F6,F6,F6,0
17596,260,0,0,F6,Bb6,Bb6,0
17597,260,0,0,Bb6,Bb6,Bb6,0
17598,260,0,0,Bb6,F6,F6,0
17599,260,0,0,F6,F6,F6,0
17600,260,0,0,A-6,A-6,D6,0
17601,260,0,0,D6,D6,D6,0
17602,260,0,0,G-6,G-6,G-6,0
17603,260,0,0,C6,C6,C6,0
17604,260,0,0,F6,F6,F6,0
17605,260,0,0,G-6,Bb6,Bb6,0
17606,260,0,0,C6,C6,C6,0
17607,260,0,0,F6,F6,F6,0
17608,260,0,0,Bb6,Bb6,G-6,0
17609,261,0,0,E7#5,Ab6,C6,0
17610,261,0,0,C6,Ab6,C6,0
17611,261,0,0,F6,F6,F6,0
17612,261,0,0,Bb6,Bb6,Bb6,0
17613,261,0,0,E7#5,E7#5,E7#5,0
17614,261,0,0,C6,C6,C6,0
17615,261,0,0,F6,F6,F+,0
17616,261,0,0,Bb6,Bb6,Bb6,0
17617,261,0,0,E7#5,E7#5,E7#5,0
17618,261,0,0,E7#5,C6,F6,0
17619,261,0,0,C6,A7#5,F6,0
17620,261,0,0,F6,F6,F6,0
17621,261,0,0,Bb6,Bb6,Bb6,0
17622,261,0,0,E7#5,E7#5,F6,0
17623,261,0,0,C6,C6,C6,0
17624,261,0,0,F6,F6,F6,0
17625,261,0,0,Bb6,Bb6,Bb6,0
17626,261,0,0,C#sus47,E7#5,F6,0
17627,261,0,0,B,F6,F6,0
17628,261,0,0,B7#5,F-6,F6,0
17629,261,0,0,,F-6,G6,0
17630,261,0,0,D6,D6,D6,0
17631,261,0,0,E7#5,E7#5,E7#5,0
17632,261,0,0,C6,C6,C6,0
17633,261,0,0,F6,F6,F6,0
17634,261,0,0,Bb6,Bb6,Bb6,0
17635,261,0,0,E7#5,E7#5,Eb-maj7,0
17636,261,0,0,E7#5,C6,F6,0
17637,262,0,0,Esus47,G6,Esus47,0
17638,262,0,0,Bsus47,G6,G6,0
17639,262,0,0,Esus47,G6,A6,0
17640,262,0,0,Bsus47,B7#5,G6,0
17641,262,0,0,G6,Esus47,A6,0
17642,262,0,0,Esus47,Bsus47,Bsus47,0
17643,262,0,0,Bsus47,G6,G6,0
17644,263,0,0,Ab7+,Db6,F6,0
17645,263,0,0,Eb6,Db6,Db6,0
17646,263,0,0,A7#5,A7#5,A7#5,0
17647,263,0,0,Bb6,Db6,Ab6,0
17648,263,0,0,Eb6,Eb6,Eb6,0
17649,263,0,0,A7#5,Ab6,A7#5,0
17650,263,0,0,F6,Db6,Eb6,0
17651,263,0,0,Bb,Bb6,Bb6,0
17652,263,0,0,Bb6,Eb6,Eb6,0
17653,263,0,0,Eb6,Eb6,Eb6,0
17654,263,0,0,A7#5,Ab6,A7#5,0
17655,264,0,0,C6,C6,C6,0
17656,264,0,0,C#7,F6,G6,0
17657,264,0,0,G6,G6,G6,0
17658,264,0,0,C6,C6,C6,0
17659,264,0,0,G6,G6,G6,0
17660,264,0,0,D6,C6,C6,0
17661,264,0,0,G6,G6,G-6,0
17662,264,0,0,G6,C6,C6,0
17663,265,0,0,A6,F6,Esus47,0
17664,265,0,0,D6,D6,D-6,0
17665,265,0,0,G6,G6,G6,0
17666,265,0,0,Bsus47,C6,Bsus47,0
17667,265,0,0,G6,G6,Bsus47,0
17668,265,0,0,Bsus47,C6,Bsus47,0
17669,265,0,0,Fsus47,G6,A6,0
17670,265,0,0,A#7,C6,G6,0
17671,265,0,0,D6,D6,D6,0
17672,265,0,0,G6,G6,G6,0
17673,265,0,0,Bsus47,C6,Bsus47,0
17674,265,0,0,A6,G6,Bsus47,0
17675,265,0,0,D6,D6,D-6,0
17676,265,0,0,D-,G6,G6,0
17677,265,0,0,E6,G6,G6,0
17678,265,0,0,A#7,A6,A6,0
17679,265,0,0,C6,D6,D6,0
17680,265,0,0,Esus47,Fm7b5,D-6,0
17681,265,0,0,Bsus47,Bsus47,Bsus47,0
17682,265,0,0,A6,Esus47,G6,0
17683,265,0,0,D-6,D6,D6,0
17684,265,0,0,G6,G6,G6,0
17685,265,0,0,Bsus47,Bsus47,Bsus47,0
17686,266,0,0,F-6,F6,F6,0
17687,266,0,0,Bb-6,Bb6,Bb6,0
17688,266,0,0,Eb6,Eb6,Eb6,0
17689,266,0,0,Abm7b5,Abm7b5,Ab-7,0
17690,266,0,0,Dbm7b5,Dbm7b5,Bb-6,0
17691,266,0,0,Db-6,Bb-6,Bb-6,0
17692,266,0,0,C-6,Gb-7,C-6,0
17693,266,0,0,Bdim,F6,F-6,0
17694,266,0,0,Bb-6,Bb-6,Bb-6,0
17695,266,0,0,Eb6,Eb6,Eb6,0
17696,266,0,0,Abm7b5,Abm7b5,Abm7b5,0
17697,266,0,0,G6,Dbm7b5,Eb-6,0
17698,266,0,0,C6,C6,Gb-7,0
17699,266,0,0,F-6,F-6,F-6,0
17700,266,0,0,Bb-6,Bb-6,Bb6,0
17701,266,0,0,Eb6,Eb6,Eb6,0
17702,266,0,0,Abm7b5,Abm7b5,Abm7b5,0
17703,266,0,0,Dbm7b5,Db6,Eb-6,0
17704,266,0,0,G6,Bb-6,G-6,0
17705,266,0,0,Cm7b5,C-6,C-6,0
17706,266,0,0,C-6,F-6,C-6,0
17707,266,0,0,F-6,F-6,F6,0
17708,266,0,0,Bb6,Bb-6,Bb6,0
17709,266,0,0,Ebm7b5,Ebm7b5,Ebm7b5,0
17710,266,0,0,Abm7b5,Abm7b5,Eb-6,0
17711,266,0,0,D6,F-6,G-6,0
17712,266,0,0,Gm7b5,Ebm7b5,Gm7b5,0
17713,266,0,0,A-6,F-6,G-6,0
17714,266,0,0,D6,D6,D6,0
17715,266,0,0,Gm7b5,Gm7b5,Gm7b5,0
17716,266,0,0,F#-,F-6,G-6,0
17717,266,0,0,B-7,B-7,B-7,0
17718,266,0,0,Em7b5,F-6,Em7b5,0
17719,266,0,0,C7,F-6,Ab6,0
17720,266,0,0,F-6,F-6,B-7,0
17721,266,0,0,Bb-6,Bb6,Bb-6,0
17722,266,0,0,Eb6,Eb6,Eb6,0
17723,266,0,0,Abm7b5,Abm7b5,Abm7b5,0
17724,266,0,0,Dbm7b5,Db6,Dbm7b5,0
17725,266,0,0,Db-6,Bb-6,Db-6,0
17726,266,0,0,C-6,Eb6,C-6,0
17727,266,0,0,Bdim,F-6,F-6,0
17728,266,0,0,Bb-6,Bb-6,Bb-6,0
17729,266,0,0,Eb6,Eb6,Eb6,0
17730,266,0,0,Abm7b5,Abm7b5,Abm7b5,0
17731,266,0,0,G6,Db6,Ab6,0
17732,266,0,0,C6,C6,Gb-7,0
17733,266,0,0,F-6,F-6,B-7,0
17734,266,0,0,Bb-6,Bb6,F-6,0
17735,266,0,0,Eb6,Eb6,Eb6,0
17736,266,0,0,Abm7b5,Abm7b5,Abm7b5,0
17737,266,0,0,Dbm7b5,Db6,Eb-6,0
17738,266,0,0,G6,Bb-6,Db-6,0
17739,266,0,0,Cm7b5,Cm7b5,Cm7b5,0
17740,266,0,0,C-6,F-6,C-6,0
17741,266,0,0,F-6,F-6,F6,0
17742,266,0,0,Bb6,Bb-6,Bb6,0
17743,266,0,0,Ebm7b5,Ebm7b5,Bb-6,0
17744,266,0,0,Abm7b5,Abm7b5,Ddim7,0
17745,266,0,0,D6,Dbm7b5,Db6,0
17746,266,0,0,Gm7b5,Ebm7b5,Gm7b5,0
17747,266,0,0,Gm7b5,Ebm7b5,G-6,0
17748,266,0,0,A-6,F-6,G-6,0
17749,266,0,0,D6,D6,D6,0
17750,266,0,0,Gm7b5,Gm7b5,Gm7b5,0
17751,266,0,0,F#-,F-6,G-6,0
17752,266,0,0,B-7,B-7,B-7,0
17753,266,0,0,Em7b5,F-6,Em7b5,0
17754,266,0,0,C7,F-6,C7,0
17755,266,0,0,F-6,F-6,B-7,0
17756,266,0,0,Bb-6,Bb6,Bb-6,0
17757,266,0,0,Eb6,Eb6,Eb6,0
17758,266,0,0,Abm7b5,Abm7b5,Abm7b5,0
17759,266,0,0,Dbm7b5,Db6,Dbm7b5,0
17760,266,0,0,Db-6,Bb-6,Db-6,0
17761,266,0,0,C-6,Eb6,C-6,0
17762,266,0,0,Bdim,F-6,Bdim,0
17763,266,0,0,Bb-6,Bb-6,Bb-6,0
17764,266,0,0,Eb6,Eb6,Eb6,0
17765,266,0,0,Abm7b5,Abm7b5,Abm7b5,0
17766,266,0,0,G6,Db6,Eb-6,0
17767,266,0,0,C6,C6,Gb-7,0
17768,266,0,0,F-6,F-6,F-6,0
17769,266,0,0,Bb-6,Bb6,Bb-6,0
17770,266,0,0,Eb6,Eb6,Eb6,0
17771,266,0,0,Abm7b5,Abm7b5,Abm7b5,0
17772,266,0,0,Dbm7b5,Db6,Dbm7b5,0
17773,266,0,0,G6,Bb-6,Db-6,0
17774,266,0,0,Cm7b5,Cm7b5,Cm7b5,0
17775,266,0,0,C-6,F-6,C-6,0
17776,266,0,0,F-6,F-6,Db6,0
17777,266,0,0,Bb6,Bb-6,Bb6,0
17778,266,0,0,Ebm7b5,Ebm7b5,Ebm7b5,0
17779,266,0,0,Abm7b5,Abm7b5,Gdim7,0
17780,266,0,0,D6,Dbm7b5,Fdim7,0
17781,266,0,0,Gm7b5,Ebm7b5,Gm7b5,0
17782,266,0,0,Abm7b5,Ebm7b5,G-6,0
17783,266,0,0,A-6,F-6,Fdim7,0
17784,266,0,0,D6,D6,D6,0
17785,266,0,0,Gm7b5,Gm7b5,Gm7b5,0
17786,266,0,0,F#-,F-6,G-6,0
17787,266,0,0,B-7,B-7,B-7,0
17788,266,0,0,Em7b5,F-6,Em7b5,0
17789,266,0,0,C7,F-6,C7,0
17790,266,0,0,F-6,F-6,F-6,0
17791,266,0,0,Bb-6,Bb6,Bb-6,0
17792,266,0,0,Eb6,Eb6,Esus47,0
17793,266,0,0,Abm7b5,Abm7b5,Abm7b5,0
17794,266,0,0,Dbm7b5,Dbm7b5,Eb-6,0
17795,266,0,0,Db-6,Bb-6,Db-6,0
17796,266,0,0,C-6,Eb6,C-6,0
17797,266,0,0,Bdim,F-6,Bb-6,0
17798,266,0,0,Bb-6,Bb-6,Bb-6,0
17799,266,0,0,Eb6,Eb6,Eb6,0
17800,266,0,0,Abm7b5,Abm7b5,Abm7b5,0
17801,266,0,0,G6,Dbm7b5,Ab-6,0
17802,266,0,0,C6,C6,Gb-7,0
17803,267,0,0,Eb6,Eb6,Eb6,0
17804,267,0,0,Bb6,Bb6,Bb6,0
17805,267,0,0,Eb6,Eb6,Eb6,0
17806,267,0,0,Bb6,Bb6,Bb6,0
17807,267,0,0,D-6,Eb6,D-6,0
17808,267,0,0,G6,G6,G6,0
17809,267,0,0,C6,C-6,C-6,0
17810,267,0,0,F6,F6,F6,0
17811,267,0,0,Bb6,Bb6,Bb6,0
17812,267,0,0,F6,F6,Eb6,0
17813,267,0,0,Bb6,Bb6,Bb6,0
17814,267,0,0,Eb6,Eb6,Eb6,0
17815,267,0,0,Bb6,Bb6,Bb6,0
17816,267,0,0,Eb6,Eb6,Eb6,0
17817,267,0,0,Bb6,Bb6,Bb6,0
17818,267,0,0,D-6,Eb6,D-6,0
17819,267,0,0,G6,G6,G6,0
17820,267,0,0,C6,C-6,C-6,0
17821,267,0,0,F6,F6,F6,0
17822,267,0,0,Bb6,Bb6,Bb6,0
17823,267,0,0,F6,F6,Eb6,0
17824,267,0,0,Bb6,Bb6,Bb6,0
17825,267,0,0,Eb6,Eb6,Eb6,0
17826,267,0,0,Bb6,Bb6,Bb6,0
17827,267,0,0,Eb6,Eb6,Eb6,0
17828,267,0,0,Bb6,Bb6,Bb6,0
17829,267,0,0,D-6,Eb6,D-6,0
17830,267,0,0,G6,G6,G6,0
17831,267,0,0,C6,C6,C6,0
17832,267,0,0,F6,F6,F6,0
17833,267,0,0,Bb6,Bb6,Bb6,0
17834,267,0,0,F6,F6,Eb6,0
17835,267,0,0,Bb6,Bb6,Bb6,0
17836,267,0,0,Eb6,Eb6,Eb6,0
17837,267,0,0,Bb6,Bb6,Bb6,0
17838,267,0,0,Eb6,Eb6,Eb6,0
17839,267,0,0,Bb6,Bb6,Bb6,0
17840,267,0,0,D-6,Eb6,D-6,0
17841,267,0,0,G6,G6,G6,0
17842,267,0,0,C6,C6,C6,0
17843,267,0,0,F6,F6,F6,0
17844,267,0,0,Bb6,Bb6,Bb6,0
17845,267,0,0,F6,F6,F6,0
17846,267,0,0,Bb6,Bb6,Bb6,0
17847,267,0,0,Eb6,Eb6,Eb6,0
17848,267,0,0,Bb6,Bb6,Bb6,0
17849,267,0,0,Eb6,Eb6,Eb6,0
17850,267,0,0,Bb6,Bb6,Bb6,0
17851,267,0,0,D-6,Eb6,D-6,0
17852,267,0,0,G6,G6,G6,0
17853,267,0,0,C6,C6,C6,0
17854,267,0,0,F6,F6,F6,0
17855,267,0,0,Bb6,Bb6,Bb6,0
17856,267,0,0,F6,F6,F6,0
17857,267,0,0,Bb6,Bb6,Bb6,0
17858,267,0,0,Eb6,Eb6,Eb6,0
17859,267,0,0,Bb6,Bb6,Bb6,0
17860,267,0,0,Eb6,Eb6,Eb6,0
17861,267,0,0,Bb6,Bb6,Bb6,0
17862,267,0,0,D-6,Eb6,D-6,0
17863,267,0,0,G6,G6,G6,0
17864,267,0,0,C6,C6,C6,0
17865,267,0,0,F6,F6,F6,0
17866,267,0,0,Bb6,Bb6,Bb6,0
17867,267,0,0,F6,F6,F6,0
17868,267,0,0,Bb6,Bb6,Bb6,0
17869,267,0,0,Eb6,Eb6,Eb6,0
17870,268,0,0,G-6,F6,D6,0
17871,268,0,0,C6,C6,C6,0
17872,268,0,0,A-6,Fm7b5,Fm7b5,0
17873,268,0,0,G-6,D6,D6,0
17874,268,0,0,C6,C6,C6,0
17875,268,0,0,F6,Fm7b5,F-maj7,0
17876,268,0,0,Bbm7b5,Bbm7b5,Bbm7b5,0
17877,268,0,0,G-6,G-6,G6,0
17878,268,0,0,C6,C6,C6,0
17879,268,0,0,Fm7b5,Fm7b5,Fm7b5,0
17880,268,0,0,Fm7b5,G-6,G-6,0
17881,268,0,0,G-6,G-6,Bb6,0
17882,268,0,0,C6,C6,C6,0
17883,268,0,0,A-6,Fm7b5,A-6,0
17884,268,0,0,G-6,D6,D6,0
17885,268,0,0,C6,C6,C6,0
17886,268,0,0,F6,Fm7b5,Fm7b5,0
17887,268,0,0,Bbm7b5,Bbm7b5,Bbm7b5,0
